p,	r,	result
101977,	1,	Regular
101987,	1,	Regular
101999,	1,	Regular
102001,	1,	Regular
102013,	1,	Regular
102019,	1,	Regular
102023,	1,	Regular
102031,	1,	Regular
102043,	1,	Regular
102059,	1,	Regular
102061,	1,	Regular
102071,	1,	Regular
102077,	1,	Regular
102079,	1,	Regular
102101,	1,	Regular
102103,	1,	Regular
102107,	1,	Regular
102121,	1,	Regular
102139,	1,	Regular
102149,	1,	Regular
102161,	1,	Regular
102181,	1,	Regular
102191,	1,	Regular
102197,	1,	Regular
102199,	1,	Regular
102203,	1,	Regular
102217,	1,	Regular
102229,	1,	Regular
102233,	1,	Regular
102241,	1,	Regular
102251,	1,	Regular
102253,	1,	Regular
102259,	1,	Regular
102293,	1,	Regular
102299,	1,	Regular
102301,	1,	Regular
102317,	1,	Regular
102329,	1,	Regular
102337,	1,	Regular
102359,	1,	Regular
102367,	1,	Regular
102397,	1,	Regular
102407,	1,	Regular
102409,	1,	Regular
102433,	1,	Regular
102437,	1,	Regular
102451,	1,	Regular
102461,	1,	Regular
102481,	1,	Regular
102497,	1,	Regular
102499,	1,	Regular
102503,	1,	Regular
102523,	1,	Regular
102533,	1,	Regular
102539,	1,	Regular
102547,	1,	Regular
102551,	1,	Regular
102559,	1,	Regular
102563,	1,	Regular
102587,	1,	Regular
102593,	1,	Regular
102607,	1,	Regular
102611,	1,	Regular
102643,	1,	Regular
102647,	1,	Regular
102653,	1,	Regular
102667,	1,	Regular
102673,	1,	Regular
102677,	1,	Regular
102679,	1,	Regular
102701,	1,	Regular
102761,	1,	Regular
102763,	1,	Regular
102769,	1,	Regular
102793,	1,	Regular
102797,	1,	Regular
102811,	1,	Regular
102829,	1,	Regular
102841,	1,	Regular
102859,	1,	Regular
102871,	1,	Regular
102877,	1,	Regular
102881,	1,	Regular
102911,	1,	Regular
102913,	1,	Regular
102929,	1,	Regular
102931,	1,	Regular
102953,	1,	Regular
102967,	1,	Regular
102983,	1,	Regular
103001,	1,	Regular
103007,	1,	Regular
103043,	1,	Regular
103049,	1,	Regular
103067,	1,	Regular
103069,	1,	Regular
103079,	1,	Regular
103087,	1,	Regular
103091,	1,	Regular
103093,	1,	Regular
103099,	1,	Regular
103123,	1,	Regular
103141,	1,	Regular
103171,	1,	Regular
103177,	1,	Regular
103183,	1,	Regular
103217,	1,	Regular
103231,	1,	Regular
103237,	1,	Regular
103289,	1,	Regular
103291,	1,	Regular
103307,	1,	Regular
103319,	1,	Regular
103333,	1,	Regular
103349,	1,	Regular
103357,	1,	Regular
103387,	1,	Regular
103391,	1,	Regular
103393,	1,	Regular
103399,	1,	Regular
103409,	1,	Regular
103421,	1,	Regular
103423,	1,	Regular
103451,	1,	Regular
103457,	1,	Regular
103471,	1,	Regular
103483,	1,	Regular
103511,	1,	Regular
103529,	1,	Regular
103549,	1,	Regular
103553,	1,	Regular
103561,	1,	Regular
103567,	1,	Regular
103573,	1,	Regular
103577,	1,	Regular
103583,	1,	Regular
103591,	1,	Regular
103613,	1,	Regular
103619,	1,	Regular
103643,	1,	Regular
103651,	1,	Regular
103657,	1,	Regular
103669,	1,	Regular
103681,	1,	Regular
103687,	1,	Regular
103699,	1,	Regular
103703,	1,	Regular
103723,	1,	Regular
103769,	1,	Regular
103787,	1,	Regular
103801,	1,	Regular
103811,	1,	Regular
103813,	1,	Regular
103837,	1,	Regular
103841,	1,	Regular
103843,	1,	Regular
103867,	1,	Regular
103889,	1,	Regular
103903,	1,	Regular
103913,	1,	Regular
103919,	1,	Regular
103951,	1,	Regular
103963,	1,	Regular
103967,	1,	Regular
103969,	1,	Regular
103979,	1,	Regular
103981,	1,	Regular
103991,	1,	Regular
103993,	1,	Regular
103997,	1,	Regular
104003,	1,	Regular
104009,	1,	Regular
104021,	1,	Regular
104033,	1,	Regular
104047,	1,	Regular
104053,	1,	Regular
104059,	1,	Regular
104087,	1,	Regular
104089,	1,	Regular
104107,	1,	Regular
104113,	1,	Regular
104119,	1,	Regular
104123,	1,	Regular
104147,	1,	Regular
104149,	1,	Regular
104161,	1,	Regular
104173,	1,	Regular
104179,	1,	Regular
104183,	1,	Regular
104207,	1,	Regular
104231,	1,	Regular
104233,	1,	Regular
104239,	1,	Regular
104243,	1,	Regular
104281,	1,	Regular
104287,	1,	Regular
104297,	1,	Regular
104309,	1,	Regular
104311,	1,	Regular
104323,	1,	Regular
104327,	1,	Regular
104347,	1,	Regular
104369,	1,	Regular
104381,	1,	Regular
104383,	1,	Regular
104393,	1,	Regular
104399,	1,	Regular
104417,	1,	Regular
104459,	1,	Regular
104471,	1,	Regular
104473,	1,	Regular
104479,	1,	Regular
104491,	1,	Regular
104513,	1,	Regular
104527,	1,	Regular
104537,	1,	Regular
104543,	1,	Regular
104549,	1,	Regular
104551,	1,	Regular
104561,	1,	Regular
104579,	1,	Regular
104593,	1,	Regular
104597,	1,	Regular
104623,	1,	Regular
104639,	1,	Regular
104651,	1,	Regular
104659,	1,	Regular
104677,	1,	Regular
104681,	1,	Regular
104683,	1,	Regular
104693,	1,	Regular
104701,	1,	Regular
104707,	1,	Regular
104711,	1,	Regular
104717,	1,	Regular
104723,	1,	Regular
104729,	1,	Regular
104743,	1,	Regular
104759,	1,	Regular
104761,	1,	Regular
104773,	1,	Regular
104779,	1,	Regular
104789,	1,	Regular
104801,	1,	Regular
104803,	1,	Regular
104827,	1,	Regular
104831,	1,	Regular
104849,	1,	Regular
104851,	1,	Regular
104869,	1,	Regular
104879,	1,	Regular
104891,	1,	Regular
104911,	1,	Regular
104917,	1,	Regular
104933,	1,	Regular
104947,	1,	Regular
104953,	1,	Regular
104959,	1,	Regular
104971,	1,	Regular
104987,	1,	Regular
104999,	1,	Regular
105019,	1,	Regular
105023,	1,	Regular
105031,	1,	Regular
105037,	1,	Regular
105071,	1,	Regular
105097,	1,	Regular
105107,	1,	Regular
105137,	1,	Regular
105143,	1,	Regular
105167,	1,	Regular
105173,	1,	Regular
105199,	1,	Regular
105211,	1,	Regular
105227,	1,	Regular
105229,	1,	Regular
105239,	1,	Regular
105251,	1,	Regular
105253,	1,	Regular
105263,	1,	Regular
105269,	1,	Regular
105277,	1,	Regular
105319,	1,	Regular
105323,	1,	Regular
105331,	1,	Regular
105337,	1,	Regular
105341,	1,	Regular
105359,	1,	Regular
105361,	1,	Regular
105367,	1,	Regular
105373,	1,	Regular
105379,	1,	Regular
105389,	1,	Regular
105397,	1,	Regular
105401,	1,	Regular
105407,	1,	Regular
105437,	1,	Regular
105449,	1,	Regular
105467,	1,	Regular
105491,	1,	Regular
105499,	1,	Regular
105503,	1,	Regular
105509,	1,	Regular
105517,	1,	Regular
105527,	1,	Regular
105529,	1,	Regular
105533,	1,	Regular
105541,	1,	Regular
105557,	1,	Regular
105563,	1,	Regular
105601,	1,	Regular
105607,	1,	Regular
105613,	1,	Regular
105619,	1,	Regular
105649,	1,	Regular
105653,	1,	Regular
105667,	1,	Regular
105673,	1,	Regular
105683,	1,	Regular
105691,	1,	Regular
105701,	1,	Regular
105727,	1,	Regular
105733,	1,	Regular
105751,	1,	Regular
105761,	1,	Regular
105767,	1,	Regular
105769,	1,	Regular
105817,	1,	Regular
105829,	1,	Regular
105863,	1,	Regular
105871,	1,	Regular
105883,	1,	Regular
105899,	1,	Regular
105907,	1,	Regular
105913,	1,	Regular
105929,	1,	Regular
105943,	1,	Regular
105953,	1,	Regular
105967,	1,	Regular
105971,	1,	Regular
105977,	1,	Regular
105983,	1,	Regular
105997,	1,	Regular
106013,	1,	Regular
106019,	1,	Regular
106031,	1,	Regular
106033,	1,	Regular
106087,	1,	Regular
106103,	1,	Regular
106109,	1,	Regular
106121,	1,	Regular
106123,	1,	Regular
106129,	1,	Regular
106163,	1,	Regular
106181,	1,	Regular
106187,	1,	Regular
106189,	1,	Regular
106207,	1,	Regular
106213,	1,	Regular
106217,	1,	Regular
106219,	1,	Regular
106243,	1,	Regular
106261,	1,	Regular
106273,	1,	Regular
106277,	1,	Regular
106279,	1,	Regular
106291,	1,	Regular
106297,	1,	Regular
106303,	1,	Regular
106307,	1,	Regular
106319,	1,	Regular
106321,	1,	Regular
106331,	1,	Regular
106349,	1,	Regular
106357,	1,	Regular
106363,	1,	Regular
106367,	1,	Regular
106373,	1,	Regular
106391,	1,	Regular
106397,	1,	Regular
106411,	1,	Regular
106417,	1,	Regular
106427,	1,	Regular
106433,	1,	Regular
106441,	1,	Regular
106451,	1,	Regular
106453,	1,	Regular
106487,	1,	Regular
106501,	1,	Regular
106531,	1,	Regular
106537,	1,	Regular
106541,	1,	Regular
106543,	1,	Regular
106591,	1,	Regular
106619,	1,	Regular
106621,	1,	Regular
106627,	1,	Regular
106637,	1,	Regular
106649,	1,	Regular
106657,	1,	Regular
106661,	1,	Regular
106663,	1,	Regular
106669,	1,	Regular
106681,	1,	Regular
106693,	1,	Regular
106699,	1,	Regular
106703,	1,	Regular
106721,	1,	Regular
106727,	1,	Regular
106739,	1,	Regular
106747,	1,	Regular
106751,	1,	Regular
106753,	1,	Regular
106759,	1,	Regular
106781,	1,	Regular
106783,	1,	Regular
106787,	1,	Regular
106801,	1,	Regular
106823,	1,	Regular
106853,	1,	Regular
106859,	1,	Regular
106861,	1,	Regular
106867,	1,	Regular
106871,	1,	Regular
106877,	1,	Regular
106903,	1,	Regular
106907,	1,	Regular
106921,	1,	Regular
106937,	1,	Regular
106949,	1,	Regular
106957,	1,	Regular
106961,	1,	Regular
106963,	1,	Regular
106979,	1,	Regular
106993,	1,	Regular
107021,	1,	Regular
107033,	1,	Regular
107053,	1,	Regular
107057,	1,	Regular
107069,	1,	Regular
107071,	1,	Regular
107077,	1,	Regular
107089,	1,	Regular
107099,	1,	Regular
107101,	1,	Regular
107119,	1,	Regular
107123,	1,	Regular
107137,	1,	Regular
107171,	1,	Regular
107183,	1,	Regular
107197,	1,	Regular
107201,	1,	Regular
107209,	1,	Regular
107227,	1,	Regular
107243,	1,	Regular
107251,	1,	Regular
107269,	1,	Regular
107273,	1,	Regular
107279,	1,	Regular
107309,	1,	Regular
107323,	1,	Regular
107339,	1,	Regular
107347,	1,	Regular
107351,	1,	Regular
107357,	1,	Regular
107377,	1,	Regular
107441,	1,	Regular
107449,	1,	Regular
107453,	1,	Regular
107467,	1,	Regular
107473,	1,	Regular
107507,	1,	Regular
107509,	1,	Regular
107563,	1,	Regular
107581,	1,	Regular
107599,	1,	Regular
107603,	1,	Regular
107609,	1,	Regular
107621,	1,	Regular
107641,	1,	Regular
107647,	1,	Regular
107671,	1,	Regular
107687,	1,	Regular
107693,	1,	Regular
107699,	1,	Regular
107713,	1,	Regular
107717,	1,	Regular
107719,	1,	Regular
107741,	1,	Regular
107747,	1,	Regular
107761,	1,	Regular
107773,	1,	Regular
107777,	1,	Regular
107791,	1,	Regular
107827,	1,	Regular
107837,	1,	Regular
107839,	1,	Regular
107843,	1,	Regular
107857,	1,	Regular
107867,	1,	Regular
107873,	1,	Regular
107881,	1,	Regular
107897,	1,	Regular
107903,	1,	Regular
107923,	1,	Regular
107927,	1,	Regular
107941,	1,	Regular
107951,	1,	Regular
107971,	1,	Regular
107981,	1,	Regular
107999,	1,	Regular
108007,	1,	Regular
108011,	1,	Regular
108013,	1,	Regular
108023,	1,	Regular
108037,	1,	Regular
108041,	1,	Regular
108061,	1,	Regular
108079,	1,	Regular
108089,	1,	Regular
108107,	1,	Regular
108109,	1,	Regular
108127,	1,	Regular
108131,	1,	Regular
108139,	1,	Regular
108161,	1,	Regular
108179,	1,	Regular
108187,	1,	Regular
108191,	1,	Regular
108193,	1,	Regular
108203,	1,	Regular
108211,	1,	Regular
108217,	1,	Regular
108223,	1,	Regular
108233,	1,	Regular
108247,	1,	Regular
108263,	1,	Regular
108271,	1,	Regular
108287,	1,	Regular
108289,	1,	Regular
108293,	1,	Regular
108301,	1,	Regular
108343,	1,	Regular
108347,	1,	Regular
108359,	1,	Regular
108377,	1,	Regular
108379,	1,	Regular
108401,	1,	Regular
108413,	1,	Regular
108421,	1,	Regular
108439,	1,	Regular
108457,	1,	Regular
108461,	1,	Regular
108463,	1,	Regular
108497,	1,	Regular
108499,	1,	Regular
108503,	1,	Regular
108517,	1,	Regular
108529,	1,	Regular
108533,	1,	Regular
108541,	1,	Regular
108553,	1,	Regular
108557,	1,	Regular
108571,	1,	Regular
108587,	1,	Regular
108631,	1,	Regular
108637,	1,	Regular
108643,	1,	Regular
108649,	1,	Regular
108677,	1,	Regular
108707,	1,	Regular
108709,	1,	Regular
108727,	1,	Regular
108739,	1,	Regular
108751,	1,	Regular
108761,	1,	Regular
108769,	1,	Regular
108791,	1,	Regular
108793,	1,	Regular
108799,	1,	Regular
108803,	1,	Regular
108821,	1,	Regular
108827,	1,	Regular
108863,	1,	Regular
108869,	1,	Regular
108877,	1,	Regular
108881,	1,	Regular
108883,	1,	Regular
108887,	1,	Regular
108893,	1,	Regular
108907,	1,	Regular
108917,	1,	Regular
108923,	1,	Regular
108929,	1,	Regular
108943,	1,	Regular
108947,	1,	Regular
108949,	1,	Regular
108959,	1,	Regular
108961,	1,	Regular
108967,	1,	Regular
108971,	1,	Regular
108991,	1,	Regular
109001,	1,	Regular
109013,	1,	Regular
109037,	1,	Regular
109049,	1,	Regular
109063,	1,	Regular
109073,	1,	Regular
109097,	1,	Regular
109103,	1,	Regular
109111,	1,	Regular
109121,	1,	Regular
109133,	1,	Regular
109139,	1,	Regular
109141,	1,	Regular
109147,	1,	Regular
109159,	1,	Regular
109169,	1,	Regular
109171,	1,	Regular
109199,	1,	Regular
109201,	1,	Regular
109211,	1,	Regular
109229,	1,	Regular
109253,	1,	Regular
109267,	1,	Regular
109279,	1,	Regular
109297,	1,	Regular
109303,	1,	Regular
109313,	1,	Regular
109321,	1,	Regular
109331,	1,	Regular
109357,	1,	Regular
109363,	1,	Regular
109367,	1,	Regular
109379,	1,	Regular
109387,	1,	Regular
109391,	1,	Regular
109397,	1,	Regular
109423,	1,	Regular
109433,	1,	Regular
109441,	1,	Regular
109451,	1,	Regular
109453,	1,	Regular
109469,	1,	Regular
109471,	1,	Regular
109481,	1,	Regular
109507,	1,	Regular
109517,	1,	Regular
109519,	1,	Regular
109537,	1,	Regular
109541,	1,	Regular
109547,	1,	Regular
109567,	1,	Regular
109579,	1,	Regular
109583,	1,	Regular
109589,	1,	Regular
109597,	1,	Regular
109609,	1,	Regular
109619,	1,	Regular
109621,	1,	Regular
109639,	1,	Regular
109661,	1,	Regular
109663,	1,	Regular
109673,	1,	Regular
109717,	1,	Regular
109721,	1,	Regular
109741,	1,	Regular
109751,	1,	Regular
109789,	1,	Regular
109793,	1,	Regular
109807,	1,	Regular
109819,	1,	Regular
109829,	1,	Regular
109831,	1,	Regular
109841,	1,	Regular
109843,	1,	Regular
109847,	1,	Regular
109849,	1,	Regular
109859,	1,	Regular
109873,	1,	Regular
109883,	1,	Regular
109891,	1,	Regular
109897,	1,	Regular
109903,	1,	Regular
109913,	1,	Regular
109919,	1,	Regular
109937,	1,	Regular
109943,	1,	Regular
109961,	1,	Regular
109987,	1,	Regular
110017,	1,	Regular
110023,	1,	Regular
110039,	1,	Regular
110051,	1,	Regular
110059,	1,	Regular
110063,	1,	Regular
110069,	1,	Regular
110083,	1,	Regular
110119,	1,	Regular
110129,	1,	Regular
110161,	1,	Regular
110183,	1,	Regular
110221,	1,	Regular
110233,	1,	Regular
110237,	1,	Regular
110251,	1,	Regular
110261,	1,	Regular
110269,	1,	Regular
110273,	1,	Regular
110281,	1,	Regular
110291,	1,	Regular
110311,	1,	Regular
110321,	1,	Regular
110323,	1,	Regular
110339,	1,	Regular
110359,	1,	Regular
110419,	1,	Regular
110431,	1,	Regular
110437,	1,	Regular
110441,	1,	Regular
110459,	1,	Regular
110477,	1,	Regular
110479,	1,	Regular
110491,	1,	Regular
110501,	1,	Regular
110503,	1,	Regular
110527,	1,	Regular
110533,	1,	Regular
110543,	1,	Regular
110557,	1,	Regular
110563,	1,	Regular
110567,	1,	Regular
110569,	1,	Regular
110573,	1,	Regular
110581,	1,	Regular
110587,	1,	Regular
110597,	1,	Regular
110603,	1,	Regular
110609,	1,	Regular
110623,	1,	Regular
110629,	1,	Regular
110641,	1,	Regular
110647,	1,	Regular
110651,	1,	Regular
110681,	1,	Regular
110711,	1,	Regular
110729,	1,	Regular
110731,	1,	Regular
110749,	1,	Regular
110753,	1,	Regular
110771,	1,	Regular
110777,	1,	Regular
110807,	1,	Regular
110813,	1,	Regular
110819,	1,	Regular
110821,	1,	Regular
110849,	1,	Regular
110863,	1,	Regular
110879,	1,	Regular
110881,	1,	Regular
110899,	1,	Regular
110909,	1,	Regular
110917,	1,	Regular
110921,	1,	Regular
110923,	1,	Regular
110927,	1,	Regular
110933,	1,	Regular
110939,	1,	Regular
110947,	1,	Regular
110951,	1,	Regular
110969,	1,	Regular
110977,	1,	Regular
110989,	1,	Regular
111029,	1,	Regular
111031,	1,	Regular
111043,	1,	Regular
111049,	1,	Regular
111053,	1,	Regular
111091,	1,	Regular
111103,	1,	Regular
111109,	1,	Regular
111119,	1,	Regular
111121,	1,	Regular
111127,	1,	Regular
111143,	1,	Regular
111149,	1,	Regular
111187,	1,	Regular
111191,	1,	Regular
111211,	1,	Regular
111217,	1,	Regular
111227,	1,	Regular
111229,	1,	Regular
111253,	1,	Regular
111263,	1,	Regular
111269,	1,	Regular
111271,	1,	Regular
111301,	1,	Regular
111317,	1,	Regular
111323,	1,	Regular
111337,	1,	Regular
111341,	1,	Regular
111347,	1,	Regular
111373,	1,	Regular
111409,	1,	Regular
111427,	1,	Regular
111431,	1,	Regular
111439,	1,	Regular
111443,	1,	Regular
111467,	1,	Regular
111487,	1,	Regular
111491,	1,	Regular
111493,	1,	Regular
111497,	1,	Regular
111509,	1,	Regular
111521,	1,	Regular
111533,	1,	Regular
111539,	1,	Regular
111577,	1,	Regular
111581,	1,	Regular
111593,	1,	Regular
111599,	1,	Regular
111611,	1,	Regular
111623,	1,	Regular
111637,	1,	Regular
111641,	1,	Regular
111653,	1,	Regular
111659,	1,	Regular
111667,	1,	Regular
111697,	1,	Regular
111721,	1,	Regular
111731,	1,	Regular
111733,	1,	Regular
111751,	1,	Regular
111767,	1,	Regular
111773,	1,	Regular
111779,	1,	Regular
111781,	1,	Regular
111791,	1,	Regular
111799,	1,	Regular
111821,	1,	Regular
111827,	1,	Regular
111829,	1,	Regular
111833,	1,	Regular
111847,	1,	Regular
111857,	1,	Regular
111863,	1,	Regular
111869,	1,	Regular
111871,	1,	Regular
111893,	1,	Regular
111913,	1,	Regular
111919,	1,	Regular
111949,	1,	Regular
111953,	1,	Regular
111959,	1,	Regular
111973,	1,	Regular
111977,	1,	Regular
111997,	1,	Regular
112019,	1,	Regular
112031,	1,	Regular
112061,	1,	Regular
112067,	1,	Regular
112069,	1,	Regular
112087,	1,	Regular
112097,	1,	Regular
112103,	1,	Regular
112111,	1,	Regular
112121,	1,	Regular
112129,	1,	Regular
112139,	1,	Regular
112153,	1,	Regular
112163,	1,	Regular
112181,	1,	Regular
112199,	1,	Regular
112207,	1,	Regular
112213,	1,	Regular
112223,	1,	Regular
112237,	1,	Regular
112241,	1,	Regular
112247,	1,	Regular
112249,	1,	Regular
112253,	1,	Regular
112261,	1,	Regular
112279,	1,	Regular
112289,	1,	Regular
112291,	1,	Regular
112297,	1,	Regular
112303,	1,	Regular
112327,	1,	Regular
112331,	1,	Regular
112337,	1,	Regular
112339,	1,	Regular
112349,	1,	Regular
112361,	1,	Regular
112363,	1,	Regular
112397,	1,	Regular
112403,	1,	Regular
112429,	1,	Regular
112459,	1,	Regular
112481,	1,	Regular
112501,	1,	Regular
112507,	1,	Regular
112543,	1,	Regular
112559,	1,	Regular
112571,	1,	Regular
112573,	1,	Regular
112577,	1,	Regular
112583,	1,	Regular
112589,	1,	Regular
112601,	1,	Regular
112603,	1,	Regular
112621,	1,	Regular
112643,	1,	Regular
112657,	1,	Regular
112663,	1,	Regular
112687,	1,	Regular
112691,	1,	Regular
112741,	1,	Regular
112757,	1,	Regular
112759,	1,	Regular
112771,	1,	Regular
112787,	1,	Regular
112799,	1,	Regular
112807,	1,	Regular
112831,	1,	Regular
112843,	1,	Regular
112859,	1,	Regular
112877,	1,	Regular
112901,	1,	Regular
112909,	1,	Regular
112913,	1,	Regular
112919,	1,	Regular
112921,	1,	Regular
112927,	1,	Regular
112939,	1,	Regular
112951,	1,	Regular
112967,	1,	Regular
112979,	1,	Regular
112997,	1,	Regular
113011,	1,	Regular
113017,	1,	Regular
113021,	1,	Regular
113023,	1,	Regular
113027,	1,	Regular
113039,	1,	Regular
113041,	1,	Regular
113051,	1,	Regular
113063,	1,	Regular
113081,	1,	Regular
113083,	1,	Regular
113089,	1,	Regular
113093,	1,	Regular
113111,	1,	Regular
113117,	1,	Regular
113123,	1,	Regular
113131,	1,	Regular
113143,	1,	Regular
113147,	1,	Regular
113149,	1,	Regular
113153,	1,	Regular
113159,	1,	Regular
113161,	1,	Regular
113167,	1,	Regular
113171,	1,	Regular
113173,	1,	Regular
113177,	1,	Regular
113189,	1,	Regular
113209,	1,	Regular
113213,	1,	Regular
113227,	1,	Regular
113233,	1,	Regular
113279,	1,	Regular
113287,	1,	Regular
113327,	1,	Regular
113329,	1,	Regular
113341,	1,	Regular
113357,	1,	Regular
113359,	1,	Regular
113363,	1,	Regular
113371,	1,	Regular
113381,	1,	Regular
113383,	1,	Regular
113417,	1,	Regular
113437,	1,	Regular
113453,	1,	Regular
113467,	1,	Regular
113489,	1,	Regular
113497,	1,	Regular
113501,	1,	Regular
113513,	1,	Regular
113537,	1,	Regular
113539,	1,	Regular
113557,	1,	Regular
113567,	1,	Regular
113591,	1,	Regular
113621,	1,	Regular
113623,	1,	Regular
113647,	1,	Regular
113657,	1,	Regular
113683,	1,	Regular
113717,	1,	Regular
113719,	1,	Regular
113723,	1,	Regular
113731,	1,	Regular
113749,	1,	Regular
113759,	1,	Regular
113761,	1,	Regular
113777,	1,	Regular
113779,	1,	Regular
113783,	1,	Regular
113797,	1,	Regular
113809,	1,	Regular
113819,	1,	Regular
113837,	1,	Regular
113843,	1,	Regular
113891,	1,	Regular
113899,	1,	Regular
113903,	1,	Regular
113909,	1,	Regular
113921,	1,	Regular
113933,	1,	Regular
113947,	1,	Regular
113957,	1,	Regular
113963,	1,	Regular
113969,	1,	Regular
113983,	1,	Regular
113989,	1,	Regular
114001,	1,	Regular
114013,	1,	Regular
114031,	1,	Regular
114041,	1,	Regular
114043,	1,	Regular
114067,	1,	Regular
114073,	1,	Regular
114077,	1,	Regular
114083,	1,	Regular
114089,	1,	Regular
114113,	1,	Regular
114143,	1,	Regular
114157,	1,	Regular
114161,	1,	Regular
114167,	1,	Regular
114193,	1,	Regular
114197,	1,	Regular
114199,	1,	Regular
114203,	1,	Regular
114217,	1,	Regular
114221,	1,	Regular
114229,	1,	Regular
114259,	1,	Regular
114269,	1,	Regular
114277,	1,	Regular
114281,	1,	Regular
114299,	1,	Regular
114311,	1,	Regular
114319,	1,	Regular
114329,	1,	Regular
114343,	1,	Regular
114371,	1,	Regular
114377,	1,	Regular
114407,	1,	Regular
114419,	1,	Regular
114451,	1,	Regular
114467,	1,	Regular
114473,	1,	Regular
114479,	1,	Regular
114487,	1,	Regular
114493,	1,	Regular
114547,	1,	Regular
114553,	1,	Regular
114571,	1,	Regular
114577,	1,	Regular
114593,	1,	Regular
114599,	1,	Regular
114601,	1,	Regular
114613,	1,	Regular
114617,	1,	Regular
114641,	1,	Regular
114643,	1,	Regular
114649,	1,	Regular
114659,	1,	Regular
114661,	1,	Regular
114671,	1,	Regular
114679,	1,	Regular
114689,	1,	Regular
114691,	1,	Regular
114713,	1,	Regular
114743,	1,	Regular
114749,	1,	Regular
114757,	1,	Regular
114761,	1,	Regular
114769,	1,	Regular
114773,	1,	Regular
114781,	1,	Regular
114797,	1,	Regular
114799,	1,	Regular
114809,	1,	Regular
114827,	1,	Regular
114833,	1,	Regular
114847,	1,	Regular
114859,	1,	Regular
114883,	1,	Regular
114889,	1,	Regular
114901,	1,	Regular
114913,	1,	Regular
114941,	1,	Regular
114967,	1,	Regular
114973,	1,	Regular
114997,	1,	Regular
115001,	1,	Regular
115013,	1,	Regular
115019,	1,	Regular
115021,	1,	Regular
115057,	1,	Regular
115061,	1,	Regular
115067,	1,	Regular
115079,	1,	Regular
115099,	1,	Regular
115117,	1,	Regular
115123,	1,	Regular
115127,	1,	Regular
115133,	1,	Regular
115151,	1,	Regular
115153,	1,	Regular
115163,	1,	Regular
115183,	1,	Regular
115201,	1,	Regular
115211,	1,	Regular
115223,	1,	Regular
115237,	1,	Regular
115249,	1,	Regular
115259,	1,	Regular
115279,	1,	Regular
115301,	1,	Regular
115303,	1,	Regular
115309,	1,	Regular
115319,	1,	Regular
115321,	1,	Regular
115327,	1,	Regular
115331,	1,	Regular
115337,	1,	Regular
115343,	1,	Regular
115361,	1,	Regular
115363,	1,	Regular
115399,	1,	Regular
115421,	1,	Regular
115429,	1,	Regular
115459,	1,	Regular
115469,	1,	Regular
115471,	1,	Regular
115499,	1,	Regular
115513,	1,	Regular
115523,	1,	Regular
115547,	1,	Regular
115553,	1,	Regular
115561,	1,	Regular
115571,	1,	Regular
115589,	1,	Regular
115597,	1,	Regular
115601,	1,	Regular
115603,	1,	Regular
115613,	1,	Regular
115631,	1,	Regular
115637,	1,	Regular
115657,	1,	Regular
115663,	1,	Regular
115679,	1,	Regular
115693,	1,	Regular
115727,	1,	Regular
115733,	1,	Regular
115741,	1,	Regular
115751,	1,	Regular
115757,	1,	Regular
115763,	1,	Regular
115769,	1,	Regular
115771,	1,	Regular
115777,	1,	Regular
115781,	1,	Regular
115783,	1,	Regular
115793,	1,	Regular
115807,	1,	Regular
115811,	1,	Regular
115823,	1,	Regular
115831,	1,	Regular
115837,	1,	Regular
115849,	1,	Regular
115853,	1,	Regular
115859,	1,	Regular
115861,	1,	Regular
115873,	1,	Regular
115877,	1,	Regular
115879,	1,	Regular
115883,	1,	Regular
115891,	1,	Regular
115901,	1,	Regular
115903,	1,	Regular
115931,	1,	Regular
115933,	1,	Regular
115963,	1,	Regular
115979,	1,	Regular
115981,	1,	Regular
115987,	1,	Regular
116009,	1,	Regular
116027,	1,	Regular
116041,	1,	Regular
116047,	1,	Regular
116089,	1,	Regular
116099,	1,	Regular
116101,	1,	Regular
116107,	1,	Regular
116113,	1,	Regular
116131,	1,	Regular
116141,	1,	Regular
116159,	1,	Regular
116167,	1,	Regular
116177,	1,	Regular
116189,	1,	Regular
116191,	1,	Regular
116201,	1,	Regular
116239,	1,	Regular
116243,	1,	Regular
116257,	1,	Regular
116269,	1,	Regular
116273,	1,	Regular
116279,	1,	Regular
116293,	1,	Regular
116329,	1,	Regular
116341,	1,	Regular
116351,	1,	Regular
116359,	1,	Regular
116371,	1,	Regular
116381,	1,	Regular
116387,	1,	Regular
116411,	1,	Regular
116423,	1,	Regular
116437,	1,	Regular
116443,	1,	Regular
116447,	1,	Regular
116461,	1,	Regular
116471,	1,	Regular
116483,	1,	Regular
116491,	1,	Regular
116507,	1,	Regular
116531,	1,	Regular
116533,	1,	Regular
116537,	1,	Regular
116539,	1,	Regular
116549,	1,	Regular
116579,	1,	Regular
116593,	1,	Regular
116639,	1,	Regular
116657,	1,	Regular
116663,	1,	Regular
116681,	1,	Regular
116687,	1,	Regular
116689,	1,	Regular
116707,	1,	Regular
116719,	1,	Regular
116731,	1,	Regular
116741,	1,	Regular
116747,	1,	Regular
116789,	1,	Regular
116791,	1,	Regular
116797,	1,	Regular
116803,	1,	Regular
116819,	1,	Regular
116827,	1,	Regular
116833,	1,	Regular
116849,	1,	Regular
116867,	1,	Regular
116881,	1,	Regular
116903,	1,	Regular
116911,	1,	Regular
